hasLoan,hasCreditCard,currentBalance,loanPendingMonths,creditCardLimit,creditCardUsed,creditCardOverduePayment,score,classification
1,1,7548,29,737,617,0,300,C
0,1,2251,0,724,398,1,300,C
0,0,7660,0,0,0,0,500,A
1,1,8957,1,1713,1396,0,350,C
0,1,3299,0,2390,2233,1,250,D
0,1,6205,0,1455,414,1,300,C
1,0,-1075,13,0,0,0,250,D
1,0,3893,13,0,0,0,350,C
1,1,1025,35,2712,2348,0,250,D
1,1,-1902,35,3240,7,1,50,F
0,1,-734,0,3025,1037,1,200,D
1,1,441,3,1641,1,0,350,C
0,0,3361,0,0,0,0,500,A
1,1,8315,15,3113,918,1,150,E
1,1,6922,2,1228,915,1,200,D
0,1,-1723,0,2863,646,1,200,D
1,1,5330,30,1890,1874,1,150,E
0,1,2743,0,1161,164,1,300,C
1,0,7880,16,0,0,0,350,C
0,1,4934,0,1814,37,1,300,C
1,1,1943,19,338,194,1,150,E
0,0,119,0,0,0,0,500,A
0,0,2223,0,0,0,0,500,A
0,1,4922,0,1866,1307,0,450,B
0,0,-679,0,0,0,0,400,B
0,1,-531,0,216,172,1,150,E
1,0,-496,18,0,0,0,250,D
1,0,8216,20,0,0,0,350,C
0,0,8886,0,0,0,0,500,A
0,0,4529,0,0,0,0,500,A
1,1,3233,34,586,580,1,150,E
0,1,-1821,0,612,174,1,150,E
1,0,5873,22,0,0,0,350,C
0,1,8876,0,683,57,0,450,B
1,0,6714,33,0,0,0,350,C
1,1,3452,4,560,177,0,350,C
0,1,5681,0,54,26,0,450,B
1,0,-814,16,0,0,0,250,D
1,0,1908,7,0,0,0,400,B
1,1,486,20,1643,1642,1,100,E
1,1,-977,20,3198,1584,1,50,F
0,1,9218,0,468,430,1,300,C
1,1,2325,20,2234,1758,0,250,D
0,0,1335,0,0,0,0,500,A
0,0,-1620,0,0,0,0,400,B
0,1,561,0,2694,1255,1,300,C
1,1,9383,16,2239,185,1,150,E
0,0,8873,0,0,0,0,500,A
1,0,7522,22,0,0,0,350,C
0,0,-8,0,0,0,0,400,B
1,1,5323,27,1620,67,0,300,C
1,0,1121,16,0,0,0,350,C
1,1,5487,17,1421,63,1,150,E
1,1,2253,9,3413,2251,0,350,C
0,0,1063,0,0,0,0,500,A
1,1,3344,23,488,28,1,150,E
0,0,-1854,0,0,0,0,400,B
0,1,-840,0,144,84,1,150,E
0,1,215,0,2725,2143,1,300,C
1,0,1337,29,0,0,0,350,C
0,1,6052,0,1231,921,0,450,B
0,0,1733,0,0,0,0,500,A
0,1,3642,0,12,11,1,300,C
0,1,2691,0,913,255,1,300,C
1,0,1295,22,0,0,0,350,C
0,1,7352,0,790,107,0,450,B
1,0,-539,31,0,0,0,250,D
1,0,-780,10,0,0,0,300,C
1,1,1991,12,2273,1827,1,150,E
1,1,2129,25,2564,1879,1,150,E
0,0,9924,0,0,0,0,500,A
1,0,-530,31,0,0,0,250,D
0,1,-419,0,2414,2188,1,150,E
1,0,-1028,19,0,0,0,250,D
0,0,8232,0,0,0,0,500,A
1,0,3653,18,0,0,0,350,C
0,0,2568,0,0,0,0,500,A
0,1,8284,0,1769,299,0,450,B
1,0,-1692,3,0,0,0,300,C
1,0,-1626,19,0,0,0,250,D
1,0,1614,12,0,0,0,400,B
1,1,-1832,34,2248,1986,0,150,E
0,1,5031,0,1370,101,1,300,C
0,1,1463,0,2589,506,1,300,C
1,1,1911,27,2497,1689,0,300,C
1,1,2371,16,2453,2161,0,250,D
1,0,6643,13,0,0,0,350,C
1,0,4869,20,0,0,0,350,C
0,1,6374,0,273,37,0,450,B
1,1,8716,11,1559,523,1,200,D
1,0,6023,13,0,0,0,350,C
0,1,8105,0,3388,481,1,300,C
1,1,292,20,3399,481,0,300,C
1,1,6997,18,2412,182,1,150,E
1,0,7805,29,0,0,0,350,C
1,1,3482,15,3195,733,1,150,E
0,1,2713,0,2127,1589,1,300,C
1,1,3108,7,2069,1514,0,350,C
1,1,2088,34,1242,1045,0,250,D
0,0,4633,0,0,0,0,500,A
1,1,200,36,200,153,0,250,D
0,1,8436,0,2514,607,1,300,C
0,1,9910,0,1202,720,1,300,C
0,1,5687,0,757,258,0,450,B
1,0,6880,8,0,0,0,400,B
1,1,4815,19,293,266,1,150,E
1,1,1018,23,1055,402,1,150,E
1,1,6069,3,1408,719,0,350,C
1,0,4315,1,0,0,0,400,B
1,0,1663,34,0,0,0,350,C
0,0,9038,0,0,0,0,500,A
1,1,9164,8,95,24,1,200,D
0,1,-1906,0,2006,656,0,350,C
0,1,5347,0,1015,257,0,450,B
1,1,1072,16,87,78,1,150,E
0,1,5989,0,3036,2525,1,300,C
0,0,1342,0,0,0,0,500,A
1,0,5916,34,0,0,0,350,C
0,1,-801,0,513,384,1,150,E
1,1,685,6,2951,265,1,200,D
1,0,15,36,0,0,0,350,C
1,0,7717,24,0,0,0,350,C
0,1,-1397,0,1557,1295,0,300,C
1,1,2359,33,564,454,1,150,E
0,0,-83,0,0,0,0,400,B
1,0,8656,21,0,0,0,350,C
1,1,-1906,15,2081,1178,0,200,D
0,1,2833,0,2139,697,1,300,C
0,0,9259,0,0,0,0,500,A
0,1,-1276,0,2578,2126,0,300,C
1,0,9688,23,0,0,0,350,C
0,1,6730,0,3446,157,1,300,C
1,0,7654,21,0,0,0,350,C
1,0,6735,2,0,0,0,400,B
1,1,4776,17,577,16,0,300,C
1,0,5419,4,0,0,0,400,B
0,0,5124,0,0,0,0,500,A
1,0,3901,17,0,0,0,350,C
0,1,9193,0,150,110,0,450,B
0,1,-801,0,1683,717,1,200,D
1,1,456,25,119,40,1,150,E
0,0,5196,0,0,0,0,500,A
1,1,8458,29,371,62,1,150,E
1,1,3927,24,3156,134,0,300,C
1,0,-960,21,0,0,0,250,D
1,0,2659,8,0,0,0,400,B
1,1,8353,8,1009,366,1,200,D
0,0,-1503,0,0,0,0,400,B
1,1,5326,16,2907,304,1,150,E
1,0,9471,21,0,0,0,350,C
1,0,2014,8,0,0,0,400,B
1,0,7462,33,0,0,0,350,C
0,1,8885,0,1757,1028,1,300,C
1,1,477,12,1638,1252,1,150,E
0,0,4243,0,0,0,0,500,A
0,1,-860,0,1126,319,0,350,C
0,1,1932,0,1315,79,1,300,C
1,1,4572,29,1396,669,1,150,E
1,1,9909,10,1570,1451,0,350,C
0,1,928,0,1331,596,1,300,C
0,0,5653,0,0,0,0,500,A
0,1,9135,0,3498,536,0,450,B
0,0,-1975,0,0,0,0,400,B
1,1,-458,14,12,2,1,0,F
1,0,269,31,0,0,0,350,C
1,0,-1540,4,0,0,0,300,C
1,0,7352,5,0,0,0,400,B
0,0,9561,0,0,0,0,500,A
1,1,-378,34,1321,340,0,200,D
0,0,3970,0,0,0,0,500,A
1,1,8437,35,1664,1254,1,150,E
1,0,-266,29,0,0,0,250,D
0,0,-215,0,0,0,0,400,B
0,1,-1081,0,1445,1286,0,300,C
1,1,935,24,114,19,0,300,C
1,1,6461,18,2491,1164,1,150,E
1,1,5831,3,407,22,0,350,C
1,1,2723,25,344,223,0,300,C
1,0,6906,33,0,0,0,350,C
1,1,725,16,2262,1779,1,100,E
0,0,-1343,0,0,0,0,400,B
1,0,60,31,0,0,0,350,C
0,0,5873,0,0,0,0,500,A
0,0,-227,0,0,0,0,400,B
0,0,8457,0,0,0,0,500,A
1,0,-749,30,0,0,0,250,D
0,1,4380,0,1425,67,0,450,B
1,1,5276,31,2506,1206,1,150,E
0,0,2124,0,0,0,0,500,A
0,1,-516,0,29,21,0,300,C
0,0,-914,0,0,0,0,400,B
1,0,8225,33,0,0,0,350,C
0,0,705,0,0,0,0,500,A
0,0,871,0,0,0,0,500,A
1,0,7529,1,0,0,0,400,B
1,0,8931,25,0,0,0,350,C
1,1,8967,1,3006,1850,1,200,D
0,1,8450,0,1381,700,0,450,B
0,1,-1180,0,298,246,1,150,E
0,0,-407,0,0,0,0,400,B
1,0,4873,34,0,0,0,350,C
0,1,3084,0,124,121,0,450,B
1,1,5819,23,1659,429,0,300,C
0,0,4753,0,0,0,0,500,A
1,0,2165,17,0,0,0,350,C
0,0,2411,0,0,0,0,500,A
1,0,8610,7,0,0,0,400,B
0,1,4779,0,2664,929,0,450,B
1,0,5824,33,0,0,0,350,C
0,1,1186,0,1563,574,0,450,B
1,1,7076,29,2895,1253,0,300,C
1,0,3963,4,0,0,0,400,B
1,1,8173,32,1643,861,0,300,C
0,0,7316,0,0,0,0,500,A
0,1,-21,0,1707,724,1,200,D
1,0,-361,3,0,0,0,300,C
0,1,9274,0,2963,1225,0,450,B
0,1,7946,0,299,183,1,300,C
1,0,9663,22,0,0,0,350,C
1,1,3054,7,2330,1515,1,200,D
0,1,-66,0,3175,564,0,350,C
1,0,-456,15,0,0,0,250,D
0,0,8269,0,0,0,0,500,A
0,0,611,0,0,0,0,500,A
1,0,3534,20,0,0,0,350,C
0,0,1450,0,0,0,0,500,A
1,0,3345,22,0,0,0,350,C
1,0,-862,14,0,0,0,250,D
1,0,4645,27,0,0,0,350,C
1,1,-425,17,1872,528,1,50,F
1,0,1445,12,0,0,0,400,B
0,0,3687,0,0,0,0,500,A
0,0,4717,0,0,0,0,500,A
0,0,9267,0,0,0,0,500,A
1,1,7055,26,1821,213,1,150,E
0,0,-188,0,0,0,0,400,B
1,1,-1988,8,377,131,1,50,F
1,1,4520,36,2063,936,0,300,C
0,0,5212,0,0,0,0,500,A
1,0,2739,26,0,0,0,350,C
1,1,587,17,1387,88,1,150,E
0,1,2485,0,2193,1641,1,300,C
1,0,9512,4,0,0,0,400,B
0,1,9536,0,2980,1477,1,300,C
0,0,-1161,0,0,0,0,400,B
1,1,4334,20,1859,525,0,300,C
1,0,9372,15,0,0,0,350,C
1,1,3763,8,1248,1212,1,200,D
1,0,-894,35,0,0,0,250,D
1,1,6959,10,3095,487,1,200,D
0,1,129,0,1794,1720,1,250,D
0,1,-690,0,2400,1943,1,150,E
0,0,4928,0,0,0,0,500,A
1,0,8907,29,0,0,0,350,C
0,0,-471,0,0,0,0,400,B
0,1,-1731,0,2990,234,0,350,C
0,0,3010,0,0,0,0,500,A
0,0,7221,0,0,0,0,500,A
0,1,8048,0,1937,1378,1,300,C
0,1,1903,0,90,57,0,450,B
1,0,6474,3,0,0,0,400,B
1,0,3272,26,0,0,0,350,C
0,0,1759,0,0,0,0,500,A
1,0,4669,7,0,0,0,400,B
0,1,-1157,0,858,606,1,150,E
1,1,7945,13,1300,470,0,300,C
1,0,3241,35,0,0,0,350,C
0,1,203,0,2611,75,1,300,C
1,1,4244,6,1283,764,0,350,C
0,0,1964,0,0,0,0,500,A
0,1,2831,0,3428,989,1,300,C
0,0,725,0,0,0,0,500,A
1,0,1136,34,0,0,0,350,C
1,0,8248,36,0,0,0,350,C
1,0,8337,8,0,0,0,400,B
0,1,-1425,0,2095,1665,0,300,C
1,0,8881,12,0,0,0,400,B
1,1,3406,14,1086,455,1,150,E
0,0,9331,0,0,0,0,500,A
1,0,5331,14,0,0,0,350,C
0,0,5563,0,0,0,0,500,A
1,1,2358,24,991,194,0,300,C
0,0,3229,0,0,0,0,500,A
0,0,4441,0,0,0,0,500,A
0,1,2581,0,2156,346,1,300,C
1,1,-1839,20,1312,1209,1,0,F
0,0,1500,0,0,0,0,500,A
0,0,2786,0,0,0,0,500,A
1,1,7342,11,2968,939,0,350,C
1,1,4043,18,2897,939,0,300,C
0,0,9282,0,0,0,0,500,A
1,0,690,11,0,0,0,400,B
0,1,815,0,423,109,1,300,C
0,0,-455,0,0,0,0,400,B
1,0,2566,35,0,0,0,350,C
0,1,4541,0,2342,685,1,300,C
0,1,-349,0,728,448,1,150,E
1,1,3337,12,2106,532,1,200,D
1,1,3483,12,2309,1441,0,350,C
1,0,2168,20,0,0,0,350,C
1,1,5768,35,1320,417,1,150,E
0,0,9992,0,0,0,0,500,A
1,0,1174,25,0,0,0,350,C
1,0,5429,17,0,0,0,350,C
1,1,1813,4,3332,1151,1,200,D
0,0,-1960,0,0,0,0,400,B
0,0,-1198,0,0,0,0,400,B
1,0,4465,4,0,0,0,400,B
0,1,-1016,0,2207,1389,1,200,D
1,1,-636,19,459,428,1,0,F
1,1,-1493,36,63,59,0,150,E
0,1,3189,0,110,4,1,300,C
1,0,3492,25,0,0,0,350,C
1,0,4545,8,0,0,0,400,B
0,1,8178,0,790,466,1,300,C
0,1,8573,0,3361,448,1,300,C
1,1,3544,16,987,56,1,150,E
1,1,6578,24,1197,328,1,150,E
1,1,9193,33,1263,572,0,300,C
0,1,5262,0,2440,355,0,450,B
0,1,285,0,1175,462,0,450,B
0,1,3670,0,1872,850,1,300,C
1,1,806,7,3302,3255,0,300,C
1,1,167,21,56,22,1,150,E
0,1,-660,0,1050,313,1,200,D
0,1,506,0,2084,1052,0,450,B
0,0,2614,0,0,0,0,500,A
1,1,2057,26,2715,2476,0,250,D
0,1,8962,0,3395,1835,1,300,C
0,1,5821,0,1545,1262,0,450,B
1,0,9857,30,0,0,0,350,C
0,0,959,0,0,0,0,500,A
0,0,6541,0,0,0,0,500,A
1,0,3837,10,0,0,0,400,B
1,0,9331,20,0,0,0,350,C
1,0,1616,35,0,0,0,350,C
0,1,418,0,496,94,1,300,C
0,1,7608,0,2219,810,1,300,C
1,1,1136,5,984,253,1,200,D
0,1,6746,0,2625,1140,0,450,B
0,1,1634,0,2470,1455,1,300,C
0,1,3190,0,2759,1985,0,450,B
0,0,7756,0,0,0,0,500,A
1,1,4719,23,772,668,1,150,E
0,0,1787,0,0,0,0,500,A
0,0,7864,0,0,0,0,500,A
0,0,7956,0,0,0,0,500,A
1,0,3131,3,0,0,0,400,B
1,0,1776,10,0,0,0,400,B
1,1,4347,13,628,336,1,150,E
1,0,5768,30,0,0,0,350,C
0,0,-984,0,0,0,0,400,B
0,0,582,0,0,0,0,500,A
0,0,6968,0,0,0,0,500,A
1,1,2761,14,285,144,1,150,E
0,0,4942,0,0,0,0,500,A
0,1,3522,0,2212,1965,0,400,B
0,1,2405,0,1345,1017,1,300,C
1,0,8670,30,0,0,0,350,C
0,1,910,0,1855,1085,0,450,B
0,0,6257,0,0,0,0,500,A
0,0,-1918,0,0,0,0,400,B
0,1,7870,0,1141,107,0,450,B
0,1,9137,0,109,15,0,450,B
1,0,9941,12,0,0,0,400,B
1,0,2390,6,0,0,0,400,B
1,1,8362,7,3439,893,0,350,C
0,1,6454,0,2223,1005,0,450,B
0,0,6179,0,0,0,0,500,A
1,0,8752,7,0,0,0,400,B
1,1,8032,7,2594,1802,1,200,D
0,1,5124,0,1523,17,0,450,B
0,0,2589,0,0,0,0,500,A
1,0,7819,7,0,0,0,400,B
1,1,9154,28,184,27,0,300,C
0,0,3509,0,0,0,0,500,A
1,0,3787,22,0,0,0,350,C
0,1,6492,0,953,105,0,450,B
0,1,6018,0,1845,839,1,300,C
0,1,-927,0,207,127,0,300,C
1,1,5648,10,379,223,0,350,C
1,0,5336,34,0,0,0,350,C
0,0,-276,0,0,0,0,400,B
0,0,3748,0,0,0,0,500,A
1,0,200,2,0,0,0,400,B
1,1,3842,29,1667,1438,1,150,E
0,0,8467,0,0,0,0,500,A
0,1,-931,0,509,98,1,150,E
1,0,7246,21,0,0,0,350,C
0,0,-573,0,0,0,0,400,B
0,0,-1855,0,0,0,0,400,B
0,1,2321,0,3190,1142,0,450,B
0,1,6466,0,197,6,0,450,B
0,1,4610,0,2,1,0,450,B
0,0,8224,0,0,0,0,500,A
0,0,2641,0,0,0,0,500,A
1,1,9669,24,941,565,0,300,C
1,0,7183,30,0,0,0,350,C
0,0,3845,0,0,0,0,500,A
1,0,23,13,0,0,0,350,C
1,0,8990,3,0,0,0,400,B
1,1,3518,25,2967,2931,0,250,D
1,0,1027,32,0,0,0,350,C
0,0,2068,0,0,0,0,500,A
0,0,7125,0,0,0,0,500,A
1,1,3105,11,38,13,1,200,D
0,0,-1066,0,0,0,0,400,B
0,1,816,0,2210,1567,1,300,C
1,1,344,34,985,700,0,250,D
0,1,3188,0,1822,1623,1,250,D
0,1,945,0,1553,1381,1,250,D
0,0,-721,0,0,0,0,400,B
1,0,1082,25,0,0,0,350,C
1,1,8502,5,837,42,1,200,D
1,0,4086,3,0,0,0,400,B
1,0,-869,34,0,0,0,250,D
1,1,6506,32,1295,990,0,300,C
1,1,8972,15,1579,1502,0,300,C
0,1,3274,0,380,10,1,300,C
0,0,-1771,0,0,0,0,400,B
0,0,7498,0,0,0,0,500,A
0,1,7091,0,3435,1868,0,450,B
1,1,9896,31,850,244,0,300,C
1,0,7795,26,0,0,0,350,C
0,1,6190,0,2489,1228,1,300,C
1,0,2624,17,0,0,0,350,C
0,1,5753,0,2304,1362,0,450,B
1,1,-1746,33,267,265,1,0,F
1,0,8244,27,0,0,0,350,C
1,0,9299,27,0,0,0,350,C
1,1,-1203,34,2837,2286,0,200,D
0,1,3506,0,648,5,1,300,C
1,0,-452,23,0,0,0,250,D
1,0,9086,28,0,0,0,350,C
0,0,7732,0,0,0,0,500,A
0,1,5239,0,2699,888,0,450,B
0,0,3031,0,0,0,0,500,A
0,0,3711,0,0,0,0,500,A
0,1,491,0,483,83,1,300,C
1,0,7438,21,0,0,0,350,C
0,1,5365,0,2449,226,1,300,C
0,1,434,0,3240,1838,1,300,C
0,0,1880,0,0,0,0,500,A
1,1,8012,23,173,165,1,150,E
0,1,7977,0,1252,590,0,450,B
1,1,4451,17,3497,826,1,150,E
1,1,-1180,21,3472,2803,1,50,F
0,0,3079,0,0,0,0,500,A
1,1,3044,31,1037,54,0,300,C
1,1,1633,8,1155,1064,1,150,E
0,0,5876,0,0,0,0,500,A
0,1,9088,0,2422,379,0,450,B
1,0,-585,22,0,0,0,250,D
0,0,6518,0,0,0,0,500,A
0,1,7141,0,1498,1388,0,450,B
1,0,7855,31,0,0,0,350,C
1,1,5119,32,2191,2120,0,300,C
0,1,5764,0,1011,89,0,450,B
0,0,2061,0,0,0,0,500,A
0,1,9429,0,3445,3317,0,450,B
1,1,6074,26,1909,1540,0,300,C
1,0,6225,26,0,0,0,350,C
1,0,7723,35,0,0,0,350,C
1,0,6689,8,0,0,0,400,B
0,0,1170,0,0,0,0,500,A
0,0,5654,0,0,0,0,500,A
0,0,2786,0,0,0,0,500,A
1,1,4152,33,1065,663,1,150,E
1,0,8383,24,0,0,0,350,C
1,0,-905,32,0,0,0,250,D
1,0,9425,24,0,0,0,350,C
0,0,1134,0,0,0,0,500,A
1,0,177,8,0,0,0,400,B
1,0,-518,16,0,0,0,250,D
0,1,435,0,2767,457,1,300,C
0,1,2042,0,3033,1722,0,450,B
1,0,4568,2,0,0,0,400,B
1,0,7519,23,0,0,0,350,C
0,1,1872,0,2763,1134,1,300,C
1,1,1990,6,2689,628,1,200,D
1,0,5973,6,0,0,0,400,B
0,0,2059,0,0,0,0,500,A
0,0,7229,0,0,0,0,500,A
0,0,2036,0,0,0,0,500,A
1,1,4201,31,1037,76,0,300,C
1,1,8084,23,2036,1683,1,150,E
1,0,86,29,0,0,0,350,C
0,0,794,0,0,0,0,500,A
0,1,5465,0,1422,1372,0,450,B
1,0,7962,35,0,0,0,350,C
1,0,-1887,10,0,0,0,300,C
0,1,3094,0,3453,33,0,450,B
0,0,5704,0,0,0,0,500,A
0,0,4080,0,0,0,0,500,A
0,0,5843,0,0,0,0,500,A
1,1,-272,17,2459,1303,1,50,F
1,0,3217,1,0,0,0,400,B
1,1,-1022,16,960,156,1,50,F
1,0,6181,25,0,0,0,350,C
0,0,8161,0,0,0,0,500,A
0,0,8180,0,0,0,0,500,A
0,1,1595,0,1552,211,1,300,C
1,1,6071,12,2415,2392,1,200,D
1,0,1143,13,0,0,0,350,C
1,1,7564,30,3311,1708,0,300,C
0,0,8247,0,0,0,0,500,A
0,0,-1815,0,0,0,0,400,B
1,0,9072,11,0,0,0,400,B
0,0,-453,0,0,0,0,400,B
0,1,-1571,0,2116,566,1,200,D
0,0,2722,0,0,0,0,500,A
1,1,7453,30,1342,510,0,300,C
1,1,7586,8,1521,819,1,200,D
0,1,2878,0,431,229,1,300,C
0,0,6800,0,0,0,0,500,A
1,0,2481,22,0,0,0,350,C
1,1,3888,29,5,3,0,300,C
1,1,3414,20,2634,433,0,300,C
1,1,8502,35,1437,875,1,150,E
1,0,-170,23,0,0,0,250,D
0,1,2647,0,2281,2265,1,250,D
0,1,9653,0,2815,385,0,450,B
0,0,-383,0,0,0,0,400,B
1,1,5497,2,2345,796,1,200,D
1,0,3488,1,0,0,0,400,B
0,1,8647,0,2212,646,0,450,B
1,0,5749,8,0,0,0,400,B
0,0,-259,0,0,0,0,400,B
1,1,1625,12,243,169,0,350,C
1,1,8905,23,498,401,1,150,E
1,1,-1146,29,2988,1132,0,200,D
0,1,-192,0,1650,956,0,350,C
0,1,8188,0,745,267,0,450,B
1,1,-444,23,2118,639,1,50,F
1,1,-1134,20,2943,2873,0,150,E
0,1,2210,0,2537,633,1,300,C
0,0,-1259,0,0,0,0,400,B
0,1,2007,0,804,678,1,300,C
1,1,3432,10,2358,1762,1,200,D
0,0,1646,0,0,0,0,500,A
0,1,8880,0,292,252,1,300,C
0,1,8964,0,1395,383,1,300,C
0,1,-1833,0,3138,2149,1,200,D
0,1,8325,0,453,35,0,450,B
0,1,8676,0,1698,1088,0,450,B
0,1,7462,0,3154,2669,0,450,B
0,1,-460,0,2440,1906,1,200,D
0,0,1808,0,0,0,0,500,A
1,0,8976,8,0,0,0,400,B
0,1,9433,0,191,39,0,450,B
0,0,9477,0,0,0,0,500,A
0,0,4547,0,0,0,0,500,A
1,1,-1676,23,726,100,1,50,F
1,0,6782,19,0,0,0,350,C
0,0,3107,0,0,0,0,500,A
1,1,1100,11,1164,1159,1,150,E
1,1,465,24,1617,271,0,300,C
0,1,7903,0,458,308,1,300,C
0,0,1169,0,0,0,0,500,A
1,0,2251,32,0,0,0,350,C
0,1,995,0,463,234,0,450,B
1,0,2897,31,0,0,0,350,C
1,1,2489,11,2661,2249,1,150,E
1,0,9039,16,0,0,0,350,C
1,1,1040,13,3260,2418,0,300,C
0,0,1042,0,0,0,0,500,A
0,0,5174,0,0,0,0,500,A
1,0,7641,27,0,0,0,350,C
1,0,3351,2,0,0,0,400,B
1,0,1635,23,0,0,0,350,C
1,1,6976,28,74,60,1,150,E
0,1,-1126,0,1077,20,0,350,C
1,1,1839,6,529,496,0,350,C
0,1,8198,0,786,337,0,450,B
1,1,3384,24,2543,488,0,300,C
1,0,8404,23,0,0,0,350,C
0,1,1049,0,484,256,0,450,B
1,1,2267,7,1264,442,0,350,C
1,0,4230,1,0,0,0,400,B
0,0,974,0,0,0,0,500,A
1,0,4105,8,0,0,0,400,B
1,1,5108,33,1408,389,0,300,C
0,1,-1106,0,3145,2967,1,150,E
1,1,1549,6,1444,928,0,350,C
0,0,8347,0,0,0,0,500,A
1,1,-1577,20,1778,282,0,200,D
1,0,418,36,0,0,0,350,C
1,0,7611,23,0,0,0,350,C
0,1,7047,0,31,23,1,300,C
0,0,8166,0,0,0,0,500,A
0,0,3801,0,0,0,0,500,A
0,0,-523,0,0,0,0,400,B
0,1,-766,0,670,157,1,200,D
0,0,5560,0,0,0,0,500,A
0,1,1444,0,2179,147,1,300,C
1,1,706,16,164,153,1,150,E
1,1,8656,35,426,60,1,150,E
0,1,9787,0,2059,1136,1,300,C
1,0,4367,4,0,0,0,400,B
1,1,-114,16,2536,266,0,200,D
1,0,6403,36,0,0,0,350,C
0,1,-828,0,2783,2096,0,350,C
1,0,5900,35,0,0,0,350,C
1,1,1243,8,837,383,1,200,D
0,1,4460,0,735,106,0,450,B
1,0,6766,6,0,0,0,400,B
0,1,-519,0,1232,477,0,350,C
0,0,3748,0,0,0,0,500,A
1,1,-1224,3,3009,276,0,250,D
0,0,8278,0,0,0,0,500,A
1,0,4170,19,0,0,0,350,C
0,0,3224,0,0,0,0,500,A
1,1,1400,31,997,296,1,150,E
0,1,1015,0,669,496,0,450,B
0,1,5314,0,997,458,0,450,B
0,1,8553,0,1096,411,1,300,C
0,0,8276,0,0,0,0,500,A
1,1,-1707,12,1245,270,0,250,D
1,1,5333,9,956,834,0,350,C
1,1,5578,9,1271,507,0,350,C
0,1,4751,0,2557,1505,1,300,C
1,0,6132,20,0,0,0,350,C
1,1,1728,25,1745,886,1,150,E
0,1,3841,0,1292,95,0,450,B
1,0,6707,12,0,0,0,400,B
1,1,850,32,3203,2712,0,250,D
1,0,1586,3,0,0,0,400,B
0,1,2317,0,257,227,1,300,C
1,0,302,5,0,0,0,400,B
1,0,9173,22,0,0,0,350,C
1,0,-1159,36,0,0,0,250,D
1,1,8064,34,3108,885,0,300,C
1,1,2888,17,3485,2704,1,150,E
1,0,1161,28,0,0,0,350,C
1,0,-1515,31,0,0,0,250,D
0,1,60,0,1789,669,0,450,B
0,0,2953,0,0,0,0,500,A
1,0,7090,2,0,0,0,400,B
0,1,7021,0,2471,346,1,300,C
0,0,-171,0,0,0,0,400,B
1,0,7391,30,0,0,0,350,C
1,1,7518,10,153,17,0,350,C
1,0,1021,29,0,0,0,350,C
1,1,-1199,18,1304,519,1,50,F
0,1,4,0,1428,1263,0,400,B
0,0,-662,0,0,0,0,400,B
1,0,4071,30,0,0,0,350,C
0,1,-352,0,1106,1060,0,300,C
1,0,4360,35,0,0,0,350,C
0,0,3134,0,0,0,0,500,A
1,1,-1407,2,2582,1191,0,250,D
0,1,6939,0,1512,1096,1,300,C
0,0,5649,0,0,0,0,500,A
0,0,3506,0,0,0,0,500,A
1,0,7452,14,0,0,0,350,C
0,1,1244,0,1979,993,0,450,B
1,0,-65,6,0,0,0,300,C
0,1,6336,0,3181,304,0,450,B
1,0,7679,19,0,0,0,350,C
1,1,8786,3,1093,390,1,200,D
1,0,2301,34,0,0,0,350,C
1,0,576,10,0,0,0,400,B
1,0,491,10,0,0,0,400,B
0,1,6128,0,2484,1632,0,450,B
1,1,5273,14,3118,1601,1,150,E
0,0,8746,0,0,0,0,500,A
1,0,7761,9,0,0,0,400,B
0,1,8621,0,2039,1547,1,300,C
1,1,6492,27,1336,1020,1,150,E
1,0,743,7,0,0,0,400,B
1,1,3423,12,2330,690,0,350,C
0,0,4714,0,0,0,0,500,A
0,1,7254,0,2102,1023,0,450,B
1,1,8701,25,449,178,1,150,E
0,0,3147,0,0,0,0,500,A
0,1,-608,0,2484,1828,1,200,D
1,1,874,10,3123,718,0,350,C
1,1,6103,28,771,606,0,300,C
0,0,-1515,0,0,0,0,400,B
0,0,-816,0,0,0,0,400,B
1,1,5399,19,2593,882,1,150,E
1,1,-208,18,906,138,1,50,F
0,1,7037,0,633,55,1,300,C
1,0,5989,34,0,0,0,350,C
0,1,7154,0,2343,1198,1,300,C
0,0,7886,0,0,0,0,500,A
0,0,6526,0,0,0,0,500,A
0,0,1721,0,0,0,0,500,A
1,1,-1549,13,2156,1555,1,50,F
0,1,6312,0,1784,267,0,450,B
1,0,8383,17,0,0,0,350,C
1,0,845,30,0,0,0,350,C
1,0,-247,36,0,0,0,250,D
1,0,-1335,3,0,0,0,300,C
1,0,-487,18,0,0,0,250,D
0,0,2870,0,0,0,0,500,A
0,0,4217,0,0,0,0,500,A
1,0,8650,27,0,0,0,350,C
0,0,2873,0,0,0,0,500,A
0,1,8669,0,2046,297,1,300,C
1,0,-142,22,0,0,0,250,D
1,1,6097,6,1875,511,1,200,D
0,0,6743,0,0,0,0,500,A
0,1,-505,0,3268,2143,1,200,D
0,0,8915,0,0,0,0,500,A
0,1,9648,0,915,566,0,450,B
1,0,4907,27,0,0,0,350,C
1,1,5396,22,2067,2055,0,300,C
1,0,-1346,28,0,0,0,250,D
1,1,-1927,20,3071,1626,0,200,D
1,0,4318,16,0,0,0,350,C
0,1,-712,0,273,238,0,300,C
0,1,7745,0,669,500,0,450,B
0,0,2748,0,0,0,0,500,A
